patch_name,sci_res2_norm,fov_ratio,sample_id,is_hard,j3_dice,j3_recall,p0_dice,p0_recall,p5_dice,p5_recall,delta_j3_p0_dice,delta_j3_p0_recall,delta_j3_p5_dice,delta_j3_p5_recall,j3_vs_p0,j3_vs_p5
22_y456_x192.png,0.5525642037391663,0.838013,22,False,0.8458781366256461,0.8400876186194545,0.8372223788663976,0.8154435880862893,0.8475129115316311,0.8537787466934351,0.008655757759248539,0.024644030533165218,-0.0016347749059849592,-0.013691128073980652,better,tied
22_y456_x256.png,0.5519362688064575,0.828125,22,False,0.8438399167045778,0.828028743182604,0.8397849466672448,0.8018480451650511,0.8481404962599677,0.8429158067612125,0.004054970037333017,0.02618069801755285,-0.004300579555389872,-0.014887063578608473,tied,tied
36_y64_x64.png,0.5902696251869202,0.837891,36,True,0.8630565586930048,0.8176014554600937,0.8565143000329644,0.7989056051121495,0.8651605235073473,0.8294573605587899,0.006542258660040434,0.018695850347944187,-0.002103964814342496,-0.011855905098696273,better,tied
36_y64_x128.png,0.536357045173645,0.991943,36,False,0.8666297733506184,0.8207547141133658,0.861389818169101,0.8099231278479275,0.8620120948103132,0.8218029321390533,0.0052399551815174306,0.010831586265438231,0.004617678540305259,-0.0010482180256875528,better,tied
36_y64_x192.png,0.5173846483230591,1.0,36,False,0.8496254342232314,0.7770721899162025,0.8441510820605957,0.7693850241664939,0.8352532458671544,0.7633689814058523,0.005474352162635698,0.007687165749708624,0.01437218835607701,0.013703208510350229,better,better
36_y64_x256.png,0.490077406167984,1.0,36,False,0.8358539287424309,0.7606579363522727,0.8435599781765986,0.7683786479745597,0.8348370468885342,0.7609936194662852,-0.007706049434167639,-0.007720711622286935,0.0010168818538967006,-0.00033568311401244166,worse,tied
36_y64_x320.png,0.4987162053585052,0.969055,36,False,0.8684948584161812,0.8144359999578141,0.8775222901962736,0.8196960817659378,0.8703391132878024,0.8287551115465952,-0.009027431780092354,-0.005260081808123651,-0.0018442548716212093,-0.014319111588781075,worse,tied
36_y128_x64.png,0.5165954232215881,0.998169,36,False,0.8297182751689895,0.762603112911993,0.8264379419111051,0.7506874392727431,0.8367296836809975,0.780934918510839,0.00328033325788446,0.011915673639249946,-0.007011408512007988,-0.01833180559884595,tied,worse
36_y128_x128.png,0.5565809607505798,1.0,36,False,0.8480794133619349,0.8020408130528945,0.8473465825565701,0.7918367314618908,0.8463377529964405,0.7946938743073719,0.0007328308053647925,0.010204081591003722,0.0017416603654943907,0.007346938745522613,tied,tied
36_y128_x192.png,0.5807345509529114,1.0,36,False,0.8268204146341653,0.7970358139273946,0.8213596401000223,0.7883902808217773,0.8213447175638321,0.7920955092956133,0.005460774534143065,0.008645533105617331,0.005475697070333241,0.0049403046317813,better,better
36_y128_x256.png,0.4951446652412414,1.0,36,False,0.8137054689954495,0.7725118450128744,0.822121896564059,0.7845756105791658,0.819077474654999,0.7880224007409633,-0.008416427568609497,-0.012063765566291407,-0.005372005659549539,-0.015510555728088904,worse,worse
36_y128_x320.png,0.413619190454483,1.0,36,False,0.8465816162142924,0.828159997349888,0.8756433672992805,0.8438399972997119,0.8493937462517649,0.851839997274112,-0.029061751084988097,-0.015679999949823942,-0.0028121300374724933,-0.023679999924223982,worse,tied
36_y128_x384.png,0.4373364746570587,0.971802,36,False,0.8713003885478768,0.8723518346142348,0.8985946543144191,0.8744971818865723,0.8719416971994512,0.898364170291327,-0.02729426576654226,-0.0021453472723375056,-0.0006413086515744126,-0.026012335677092158,worse,tied
36_y192_x0.png,0.5589815378189087,0.882019,36,False,0.7468354441824798,0.6655922589396273,0.7651549179831391,0.6865431048626663,0.7239858918695506,0.6615632501082735,-0.018319473800659236,-0.020950845923039085,0.022849552312929178,0.004029008831353709,worse,better
36_y192_x64.png,0.5307239294052124,1.0,36,False,0.7620320863568446,0.6909090867217631,0.7718832898810236,0.7054545411790634,0.7620902312168445,0.7115151472029385,-0.009851203524179009,-0.014545454457300266,-5.814485999988683e-05,-0.020606060481175414,worse,tied
36_y192_x128.png,0.5655413866043091,1.0,36,False,0.8074927959438248,0.7757475040102575,0.8143851513503911,0.7774086335691659,0.80489888976104,0.7823920222458913,-0.006892355406566297,-0.001661129558908403,0.0025939061827848775,-0.006644518235633834,worse,tied
36_y192_x192.png,0.5530785918235779,1.0,36,False,0.7757685359380092,0.7795275543335702,0.7730518479569952,0.7540884266863209,0.7737313439590109,0.7849787959722665,0.0027166879810139877,0.025439127647249316,0.0020371919789983206,-0.005451241638696258,tied,tied
36_y192_x256.png,0.4523341357707977,1.0,36,False,0.7583401145691887,0.715821808930764,0.7734288870633163,0.7183819727681414,0.7635972004211169,0.7260624642802741,-0.015088772494127545,-0.0025601638373774493,-0.005257085851928189,-0.01024065534951013,worse,worse
36_y192_x320.png,0.3494843244552612,1.0,36,False,0.7860441257412927,0.7302192529541502,0.8137034263223221,0.7755004729480435,0.753981460057092,0.7559580516875212,-0.02765930058102939,-0.04528121999389323,0.032062665684200686,-0.025738798733370927,worse,better
36_y192_x384.png,0.3994360566139221,1.0,36,False,0.8682939915929533,0.8291495880400881,0.8807938374712184,0.8639856535246269,0.834086345589751,0.8511782765082523,-0.012499845878265137,-0.03483606548453877,0.03420764600320225,-0.022028688468164193,worse,better
36_y192_x437.png,0.5238466262817383,0.819275,36,False,0.865982204153344,0.820067407777891,0.8837653480439763,0.8397718412243406,0.849470899670012,0.8325123131124907,-0.01778314389063229,-0.019704433446449565,0.016511304483332045,-0.012444905334599743,worse,better
36_y256_x0.png,0.60186368227005,0.903198,36,True,0.7676027685486252,0.7231595036567523,0.7745713100185223,0.7101226939407769,0.7240506340757357,0.6579754550768754,-0.006968541469897116,0.013036809715975428,0.043552134472889525,0.06518404857987692,worse,better
