Dataset,Method,n_seeds,Dice mean,Dice std,Recall mean,Recall std,clDice mean,clDice std,Hard Dice mean,Hard Dice std
HRF all (manual1; FOV mask),P0,2,0.758710761329108,0.00439525991565104,0.766913306688138,0.005904854580679297,0.8277089807277307,0.004329157137720474,0.5011653897398155,0.013720082328530836
HRF all (manual1; FOV mask),CDC (J3),2,0.7487470147363655,0.006739532176558982,0.7608482675838746,0.024469457901079628,0.8281993356393975,0.004093929900735649,0.543821315604001,0.029821070370037672
