dataset,case_id,method,internal_id,dice@0.5,recall@0.5,cldice@0.5,image_path,gt_path,fov_path
HRF (all; manual1; FOV mask if present),14_dr,CDC (proposed; internal J3),J3_joint_detach_false,0.16827827450675067,0.09685219949139712,0.506027489725869,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_dr_mask.tif
HRF (all; manual1; FOV mask if present),14_dr,Baseline (P0),P0_baseline,0.16435101681922712,0.09332974846722969,0.5196089617349005,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_dr_mask.tif
HRF (all; manual1; FOV mask if present),14_dr,CDC (proposed; internal J3),J3_joint_detach_false,0.16827827450675067,0.09685219949139712,0.506027489725869,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_dr_mask.tif
HRF (all; manual1; FOV mask if present),14_g,Baseline (P0),P0_baseline,0.00356495165918648,0.0017870148202865106,0.5006873930847482,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_g_mask.tif
HRF (all; manual1; FOV mask if present),14_g,CDC (proposed; internal J3),J3_joint_detach_false,0.01702418713610287,0.0086115777109257,0.4446588453231449,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_g_mask.tif
HRF (all; manual1; FOV mask if present),14_g,Baseline (P0),P0_baseline,0.00356495165918648,0.0017870148202865106,0.5006873930847482,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_g_mask.tif
HRF (all; manual1; FOV mask if present),14_g,CDC (proposed; internal J3),J3_joint_detach_false,0.01702418713610287,0.0086115777109257,0.4446588453231449,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_g_mask.tif
HRF (all; manual1; FOV mask if present),14_h,Baseline (P0),P0_baseline,0.01523200053328667,0.007680209735268044,0.47971016986534143,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_h_mask.tif
HRF (all; manual1; FOV mask if present),14_h,CDC (proposed; internal J3),J3_joint_detach_false,0.02594869223330128,0.013189681853893954,0.38026060692185926,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_h_mask.tif
HRF (all; manual1; FOV mask if present),14_h,Baseline (P0),P0_baseline,0.01523200053328667,0.007680209735268044,0.47971016986534143,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_h_mask.tif
HRF (all; manual1; FOV mask if present),14_h,CDC (proposed; internal J3),J3_joint_detach_false,0.02594869223330128,0.013189681853893954,0.38026060692185926,C:\Users\zhang\Desktop\vessel\HRF\all\images\14_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\14_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\14_h_mask.tif
HRF (all; manual1; FOV mask if present),15_dr,Baseline (P0),P0_baseline,0.19423731991624738,0.116206544540794,0.416971002309412,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_dr_mask.tif
HRF (all; manual1; FOV mask if present),15_dr,CDC (proposed; internal J3),J3_joint_detach_false,0.23382620638699125,0.14673801270617623,0.4299643939336726,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_dr_mask.tif
HRF (all; manual1; FOV mask if present),15_dr,Baseline (P0),P0_baseline,0.19423731991624738,0.116206544540794,0.416971002309412,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_dr_mask.tif
HRF (all; manual1; FOV mask if present),15_dr,CDC (proposed; internal J3),J3_joint_detach_false,0.23382620638699125,0.14673801270617623,0.4299643939336726,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_dr.JPG,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_dr.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_dr_mask.tif
HRF (all; manual1; FOV mask if present),15_g,Baseline (P0),P0_baseline,0.0008608551160819748,0.0004306423748758565,0.4651233597538444,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_g_mask.tif
HRF (all; manual1; FOV mask if present),15_g,CDC (proposed; internal J3),J3_joint_detach_false,0.005060454476690157,0.0025404561804692,0.42047032962577896,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_g_mask.tif
HRF (all; manual1; FOV mask if present),15_g,Baseline (P0),P0_baseline,0.0008608551160819748,0.0004306423748758565,0.4651233597538444,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_g_mask.tif
HRF (all; manual1; FOV mask if present),15_g,CDC (proposed; internal J3),J3_joint_detach_false,0.005060454476690157,0.0025404561804692,0.42047032962577896,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_g.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_g.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_g_mask.tif
HRF (all; manual1; FOV mask if present),15_h,Baseline (P0),P0_baseline,0.07822929213672185,0.04096874049700193,0.48708752636450015,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_h_mask.tif
HRF (all; manual1; FOV mask if present),15_h,CDC (proposed; internal J3),J3_joint_detach_false,0.19107901597765378,0.10726477399433913,0.5449798624150611,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_h_mask.tif
HRF (all; manual1; FOV mask if present),15_h,Baseline (P0),P0_baseline,0.07822929213672185,0.04096874049700193,0.48708752636450015,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_h_mask.tif
HRF (all; manual1; FOV mask if present),15_h,CDC (proposed; internal J3),J3_joint_detach_false,0.19107901597765378,0.10726477399433913,0.5449798624150611,C:\Users\zhang\Desktop\vessel\HRF\all\images\15_h.jpg,C:\Users\zhang\Desktop\vessel\HRF\all\manual1\15_h.tif,C:\Users\zhang\Desktop\vessel\HRF\all\mask\15_h_mask.tif
